INPUT:image	OUTPUT:result	CONFIDENCE:result	
/car-numbers-1/train_unlabelled/2639.png	no	98.65%	
/car-numbers-1/train_unlabelled/767.png	no	80.92%	
/car-numbers-1/train_unlabelled/4781.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4843.png	no	98.81%	
/car-numbers-1/train_unlabelled/4890.png	no	98.82%	
/car-numbers-1/train_unlabelled/3030.png	no	98.83%	
/car-numbers-1/train_unlabelled/2586.png	no	98.75%	
/car-numbers-1/train_unlabelled/750.png	no	98.81%	
/car-numbers-1/train_unlabelled/5302.png	no	98.82%	
/car-numbers-1/train_unlabelled/699.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4434.png	no	98.83%	
/car-numbers-1/train_unlabelled/5006.png	no	98.81%	
/car-numbers-1/train_unlabelled/3057.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3390.png	no	98.82%	
/car-numbers-1/train_unlabelled/3090.png	no	99.99%	
/car-numbers-1/train_unlabelled/1416.png	no	98.83%	
/car-numbers-1/train_unlabelled/4449.png	no	99.99%	
/car-numbers-1/train_unlabelled/5843.png	no	99.23%	
/car-numbers-1/train_unlabelled/3109.png	no	98.82%	
/car-numbers-1/train_unlabelled/5464.png	no	98.83%	
/car-numbers-1/train_unlabelled/4512.png	no	99.32%	
/car-numbers-1/train_unlabelled/5690.png	no	98.82%	
/car-numbers-1/train_unlabelled/3690.png	no	98.82%	
/car-numbers-1/train_unlabelled/3901.png	no	98.90%	
/car-numbers-1/train_unlabelled/2489.png	no	99.99%	
/car-numbers-1/train_unlabelled/1196.png	_404	52.50%	
/car-numbers-1/train_unlabelled/1194.png	no	98.83%	
/car-numbers-1/train_unlabelled/1478.png	no	99.23%	
/car-numbers-1/train_unlabelled/1090.png	no	99.29%	
/car-numbers-1/train_unlabelled/2085.png	no	98.83%	
/car-numbers-1/train_unlabelled/4709.png	no	99.99%	
/car-numbers-1/train_unlabelled/1110.png	no	99.99%	
/car-numbers-1/train_unlabelled/1923.png	no	99.99%	
/car-numbers-1/train_unlabelled/4036.png	no	99.99%	
/car-numbers-1/train_unlabelled/4486.png	no	99.99%	
/car-numbers-1/train_unlabelled/3712.png	no	98.83%	
/car-numbers-1/train_unlabelled/3173.png	no	98.83%	
/car-numbers-1/train_unlabelled/1350.png	no	98.83%	
/car-numbers-1/train_unlabelled/5877.png	no	99.23%	
/car-numbers-1/train_unlabelled/3069.png	no	98.97%	
/car-numbers-1/train_unlabelled/5352.png	no	98.94%	
/car-numbers-1/train_unlabelled/4941.png	no	98.83%	
/car-numbers-1/train_unlabelled/5130.png	no	98.83%	
/car-numbers-1/train_unlabelled/3663.png	no	99.99%	
/car-numbers-1/train_unlabelled/2514.png	no	98.97%	
/car-numbers-1/train_unlabelled/2023.png	no	99.99%	
/car-numbers-1/train_unlabelled/3048.png	no	99.07%	
/car-numbers-1/train_unlabelled/1100.png	no	99.99%	
/car-numbers-1/train_unlabelled/4659.png	no	99.99%	
/car-numbers-1/train_unlabelled/2752.png	no	99.29%	
/car-numbers-1/train_unlabelled/4794.png	no	98.83%	
/car-numbers-1/train_unlabelled/2349.png	no	98.83%	
/car-numbers-1/train_unlabelled/3387.png	no	98.83%	
/car-numbers-1/train_unlabelled/1202.png	no	99.99%	
/car-numbers-1/train_unlabelled/4342.png	no	99.33%	
/car-numbers-1/train_unlabelled/4956.png	no	98.76%	
/car-numbers-1/train_unlabelled/3538.png	no	99.43%	
/car-numbers-1/train_unlabelled/1980.png	yes	100.00%	
/car-numbers-1/train_unlabelled/5101.png	no	99.56%	
/car-numbers-1/train_unlabelled/5212.png	no	99.99%	
/car-numbers-1/train_unlabelled/4786.png	no	99.99%	
/car-numbers-1/train_unlabelled/4979.png	no	99.99%	
/car-numbers-1/train_unlabelled/2839.png	no	99.99%	
/car-numbers-1/train_unlabelled/3000.png	no	99.36%	
/car-numbers-1/train_unlabelled/3541.png	no	98.76%	
/car-numbers-1/train_unlabelled/2650.png	no	98.76%	
/car-numbers-1/train_unlabelled/3446.png	no	98.83%	
/car-numbers-1/train_unlabelled/3517.png	no	98.82%	
/car-numbers-1/train_unlabelled/2538.png	no	99.90%	
/car-numbers-1/train_unlabelled/939.png	yes	100.00%	
/car-numbers-1/train_unlabelled/1650.png	no	99.14%	
/car-numbers-1/train_unlabelled/5482.png	no	99.92%	
/car-numbers-1/train_unlabelled/3659.png	no	99.99%	
/car-numbers-1/train_unlabelled/689.png	no	98.79%	
/car-numbers-1/train_unlabelled/3564.png	no	98.80%	
/car-numbers-1/train_unlabelled/4399.png	no	77.86%	
/car-numbers-1/train_unlabelled/3389.png	no	99.99%	
/car-numbers-1/train_unlabelled/4214.png	no	99.99%	
/car-numbers-1/train_unlabelled/1124.png	no	99.99%	
/car-numbers-1/train_unlabelled/1224.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4094.png	no	99.99%	
/car-numbers-1/train_unlabelled/2289.png	no	98.79%	
/car-numbers-1/train_unlabelled/5214.png	no	99.13%	
/car-numbers-1/train_unlabelled/1256.png	no	98.82%	
/car-numbers-1/train_unlabelled/1468.png	no	99.99%	
/car-numbers-1/train_unlabelled/599.png	no	99.99%	
/car-numbers-1/train_unlabelled/5732.png	no	99.14%	
/car-numbers-1/train_unlabelled/3487.png	no	99.14%	
/car-numbers-1/train_unlabelled/958.png	no	99.14%	
/car-numbers-1/train_unlabelled/3882.png	no	98.94%	
/car-numbers-1/train_unlabelled/4292.png	no	100.00%	
/car-numbers-1/train_unlabelled/1510.png	no	100.00%	
/car-numbers-1/train_unlabelled/3472.png	no	99.99%	
/car-numbers-1/train_unlabelled/2364.png	no	99.81%	
/car-numbers-1/train_unlabelled/1273.png	no	99.81%	
/car-numbers-1/train_unlabelled/845.png	no	99.86%	
/car-numbers-1/train_unlabelled/1818.png	no	99.86%	
/car-numbers-1/train_unlabelled/5019.png	no	99.99%	
/car-numbers-1/train_unlabelled/1349.png	no	98.45%	
/car-numbers-1/train_unlabelled/4550.png	no	98.45%	
/car-numbers-1/train_unlabelled/1473.png	no	99.99%	
/car-numbers-1/train_unlabelled/2142.png	no	99.99%	
/car-numbers-1/train_unlabelled/1968.png	no	98.83%	
/car-numbers-1/train_unlabelled/2230.png	no	99.81%	
/car-numbers-1/train_unlabelled/4185.png	no	99.99%	
/car-numbers-1/train_unlabelled/5360.png	no	98.83%	
/car-numbers-1/train_unlabelled/2481.png	no	98.83%	
/car-numbers-1/train_unlabelled/2090.png	no	98.76%	
/car-numbers-1/train_unlabelled/4506.png	no	99.80%	
/car-numbers-1/train_unlabelled/2388.png	no	99.80%	
/car-numbers-1/train_unlabelled/2413.png	no	99.99%	
/car-numbers-1/train_unlabelled/5060.png	no	99.99%	
/car-numbers-1/train_unlabelled/3912.png	no	99.99%	
/car-numbers-1/train_unlabelled/3273.png	no	99.99%	
/car-numbers-1/train_unlabelled/1008.png	no	98.82%	
/car-numbers-1/train_unlabelled/3475.png	no	99.13%	
/car-numbers-1/train_unlabelled/3483.png	no	98.83%	
/car-numbers-1/train_unlabelled/5250.png	no	98.81%	
/car-numbers-1/train_unlabelled/4412.png	no	98.76%	
/car-numbers-1/train_unlabelled/5420.png	no	98.81%	
/car-numbers-1/train_unlabelled/3497.png	no	98.65%	
/car-numbers-1/train_unlabelled/1431.png	no	98.83%	
/car-numbers-1/train_unlabelled/1896.png	no	98.81%	
/car-numbers-1/train_unlabelled/2194.png	no	99.95%	
/car-numbers-1/train_unlabelled/3928.png	no	98.80%	
/car-numbers-1/train_unlabelled/3074.png	no	98.81%	
/car-numbers-1/train_unlabelled/5760.png	no	98.82%	
/car-numbers-1/train_unlabelled/2541.png	no	98.80%	
/car-numbers-1/train_unlabelled/2059.png	no	98.74%	
/car-numbers-1/train_unlabelled/3356.png	no	99.99%	
/car-numbers-1/train_unlabelled/3981.png	no	98.97%	
/car-numbers-1/train_unlabelled/2431.png	no	98.81%	
/car-numbers-1/train_unlabelled/2209.png	no	98.82%	
/car-numbers-1/train_unlabelled/5528.png	no	98.69%	
/car-numbers-1/train_unlabelled/5186.png	no	99.99%	
/car-numbers-1/train_unlabelled/5156.png	no	99.99%	
/car-numbers-1/train_unlabelled/3764.png	no	99.99%	
/car-numbers-1/train_unlabelled/2215.png	no	98.69%	
/car-numbers-1/train_unlabelled/4939.png	no	99.95%	
/car-numbers-1/train_unlabelled/3911.png	no	98.79%	
/car-numbers-1/train_unlabelled/3634.png	no	98.65%	
/car-numbers-1/train_unlabelled/3477.png	no	98.80%	
/car-numbers-1/train_unlabelled/4355.png	no	99.99%	
/car-numbers-1/train_unlabelled/3595.png	no	98.93%	
/car-numbers-1/train_unlabelled/2331.png	no	98.82%	
/car-numbers-1/train_unlabelled/2018.png	no	99.13%	
/car-numbers-1/train_unlabelled/3579.png	no	98.82%	
/car-numbers-1/train_unlabelled/4837.png	yes	99.99%	
/car-numbers-1/train_unlabelled/5015.png	no	98.81%	
/car-numbers-1/train_unlabelled/1488.png	no	98.82%	
/car-numbers-1/train_unlabelled/1002.png	no	99.32%	
/car-numbers-1/train_unlabelled/3630.png	no	98.81%	
/car-numbers-1/train_unlabelled/4527.png	no	98.68%	
/car-numbers-1/train_unlabelled/5331.png	no	99.99%	
/car-numbers-1/train_unlabelled/3955.png	no	99.99%	
/car-numbers-1/train_unlabelled/1935.png	no	99.99%	
/car-numbers-1/train_unlabelled/4458.png	no	99.99%	
/car-numbers-1/train_unlabelled/5098.png	no	98.81%	
/car-numbers-1/train_unlabelled/5110.png	no	98.81%	
/car-numbers-1/train_unlabelled/5423.png	no	98.95%	
/car-numbers-1/train_unlabelled/826.png	no	98.81%	
/car-numbers-1/train_unlabelled/5332.png	no	99.99%	
/car-numbers-1/train_unlabelled/2661.png	no	99.94%	
/car-numbers-1/train_unlabelled/5228.png	no	99.94%	
/car-numbers-1/train_unlabelled/3126.png	no	99.95%	
/car-numbers-1/train_unlabelled/3953.png	no	99.95%	
/car-numbers-1/train_unlabelled/942.png	no	99.96%	
/car-numbers-1/train_unlabelled/5354.png	no	98.83%	
/car-numbers-1/train_unlabelled/5930.png	no	98.83%	
/car-numbers-1/train_unlabelled/5127.png	no	99.99%	
/car-numbers-1/train_unlabelled/2409.png	no	98.69%	
/car-numbers-1/train_unlabelled/2281.png	no	98.94%	
/car-numbers-1/train_unlabelled/1617.png	no	98.96%	
/car-numbers-1/train_unlabelled/3868.png	no	99.07%	
/car-numbers-1/train_unlabelled/3773.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4494.png	no	99.99%	
/car-numbers-1/train_unlabelled/5480.png	yes	99.99%	
/car-numbers-1/train_unlabelled/5771.png	no	99.99%	
/car-numbers-1/train_unlabelled/2293.png	no	99.22%	
/car-numbers-1/train_unlabelled/3288.png	no	99.32%	
/car-numbers-1/train_unlabelled/3441.png	no	99.50%	
/car-numbers-1/train_unlabelled/5768.png	no	99.99%	
/car-numbers-1/train_unlabelled/2337.png	no	98.83%	
/car-numbers-1/train_unlabelled/3530.png	no	98.94%	
/car-numbers-1/train_unlabelled/5240.png	no	99.99%	
/car-numbers-1/train_unlabelled/5661.png	no	99.22%	
/car-numbers-1/train_unlabelled/5903.png	no	99.99%	
/car-numbers-1/train_unlabelled/5378.png	no	99.32%	
/car-numbers-1/train_unlabelled/1833.png	no	98.83%	
/car-numbers-1/train_unlabelled/1094.png	no	98.83%	
/car-numbers-1/train_unlabelled/5450.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3607.png	yes	100.00%	
/car-numbers-1/train_unlabelled/5918.png	no	99.99%	
/car-numbers-1/train_unlabelled/4015.png	no	99.99%	
/car-numbers-1/train_unlabelled/4856.png	no	100.00%	
/car-numbers-1/train_unlabelled/5749.png	no	99.99%	
/car-numbers-1/train_unlabelled/986.png	no	99.99%	
/car-numbers-1/train_unlabelled/4225.png	no	99.99%	
/car-numbers-1/train_unlabelled/841.png	no	99.99%	
/car-numbers-1/train_unlabelled/1952.png	no	99.99%	
/car-numbers-1/train_unlabelled/945.png	no	99.99%	
/car-numbers-1/train_unlabelled/5033.png	no	100.00%	
/car-numbers-1/train_unlabelled/1195.png	no	100.00%	
/car-numbers-1/train_unlabelled/5796.png	yes	100.00%	
/car-numbers-1/train_unlabelled/1513.png	yes	99.99%	
/car-numbers-1/train_unlabelled/1143.png	no	99.96%	
/car-numbers-1/train_unlabelled/3649.png	no	98.82%	
/car-numbers-1/train_unlabelled/4156.png	no	98.82%	
/car-numbers-1/train_unlabelled/4671.png	yes	99.99%	
/car-numbers-1/train_unlabelled/1077.png	no	98.75%	
/car-numbers-1/train_unlabelled/751.png	no	98.83%	
/car-numbers-1/train_unlabelled/4143.png	no	98.76%	
/car-numbers-1/train_unlabelled/611.png	no	98.83%	
/car-numbers-1/train_unlabelled/1825.png	no	98.83%	
/car-numbers-1/train_unlabelled/4672.png	no	100.00%	
/car-numbers-1/train_unlabelled/3261.png	no	100.00%	
/car-numbers-1/train_unlabelled/1455.png	no	98.83%	
/car-numbers-1/train_unlabelled/1117.png	no	98.82%	
/car-numbers-1/train_unlabelled/1819.png	no	98.77%	
/car-numbers-1/train_unlabelled/2253.png	no	98.83%	
/car-numbers-1/train_unlabelled/5349.png	no	98.83%	
/car-numbers-1/train_unlabelled/1592.png	no	98.82%	
/car-numbers-1/train_unlabelled/3285.png	no	99.99%	
/car-numbers-1/train_unlabelled/2960.png	no	98.83%	
/car-numbers-1/train_unlabelled/1367.png	yes	100.00%	
/car-numbers-1/train_unlabelled/5596.png	no	99.99%	
/car-numbers-1/train_unlabelled/2663.png	no	98.79%	
/car-numbers-1/train_unlabelled/4251.png	no	98.82%	
/car-numbers-1/train_unlabelled/2735.png	no	98.83%	
/car-numbers-1/train_unlabelled/4188.png	no	98.83%	
/car-numbers-1/train_unlabelled/3281.png	no	98.79%	
/car-numbers-1/train_unlabelled/4669.png	no	98.80%	
/car-numbers-1/train_unlabelled/2378.png	no	98.82%	
/car-numbers-1/train_unlabelled/634.png	no	98.80%	
/car-numbers-1/train_unlabelled/5306.png	no	98.72%	
/car-numbers-1/train_unlabelled/1755.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3007.png	no	98.78%	
/car-numbers-1/train_unlabelled/2845.png	no	98.80%	
/car-numbers-1/train_unlabelled/5556.png	no	98.76%	
/car-numbers-1/train_unlabelled/1166.png	yes	100.00%	
/car-numbers-1/train_unlabelled/1482.png	no	98.76%	
/car-numbers-1/train_unlabelled/1161.png	yes	100.00%	
/car-numbers-1/train_unlabelled/2279.png	no	98.75%	
/car-numbers-1/train_unlabelled/5386.png	no	98.82%	
/car-numbers-1/train_unlabelled/1506.png	no	99.13%	
/car-numbers-1/train_unlabelled/2657.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3345.png	no	98.82%	
/car-numbers-1/train_unlabelled/4012.png	no	98.94%	
/car-numbers-1/train_unlabelled/5846.png	no	98.83%	
/car-numbers-1/train_unlabelled/1375.png	no	98.82%	
/car-numbers-1/train_unlabelled/3547.png	no	99.95%	
/car-numbers-1/train_unlabelled/3662.png	no	99.14%	
/car-numbers-1/train_unlabelled/1845.png	no	98.94%	
/car-numbers-1/train_unlabelled/1642.png	no	98.83%	
/car-numbers-1/train_unlabelled/2666.png	no	98.83%	
/car-numbers-1/train_unlabelled/3557.png	no	99.95%	
/car-numbers-1/train_unlabelled/5595.png	no	98.82%	
/car-numbers-1/train_unlabelled/1508.png	no	98.83%	
/car-numbers-1/train_unlabelled/5162.png	no	99.14%	
/car-numbers-1/train_unlabelled/3201.png	no	98.80%	
/car-numbers-1/train_unlabelled/5637.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3529.png	no	98.83%	
/car-numbers-1/train_unlabelled/1776.png	no	99.14%	
/car-numbers-1/train_unlabelled/2648.png	no	99.13%	
/car-numbers-1/train_unlabelled/2478.png	no	98.83%	
/car-numbers-1/train_unlabelled/4382.png	no	98.83%	
/car-numbers-1/train_unlabelled/3603.png	no	99.95%	
/car-numbers-1/train_unlabelled/911.png	no	99.97%	
/car-numbers-1/train_unlabelled/3412.png	no	99.14%	
/car-numbers-1/train_unlabelled/3338.png	no	99.14%	
/car-numbers-1/train_unlabelled/5783.png	no	99.13%	
/car-numbers-1/train_unlabelled/2667.png	no	99.95%	
/car-numbers-1/train_unlabelled/2802.png	no	98.81%	
/car-numbers-1/train_unlabelled/5026.png	no	99.95%	
/car-numbers-1/train_unlabelled/5211.png	no	98.82%	
/car-numbers-1/train_unlabelled/3143.png	no	99.97%	
/car-numbers-1/train_unlabelled/4785.png	no	98.82%	
/car-numbers-1/train_unlabelled/2149.png	yes	100.00%	
/car-numbers-1/train_unlabelled/1799.png	no	98.83%	
/car-numbers-1/train_unlabelled/3973.png	no	99.56%	
/car-numbers-1/train_unlabelled/3344.png	no	99.95%	
/car-numbers-1/train_unlabelled/1460.png	no	98.82%	
/car-numbers-1/train_unlabelled/1788.png	no	98.82%	
/car-numbers-1/train_unlabelled/966.png	no	98.82%	
/car-numbers-1/train_unlabelled/1148.png	no	99.40%	
/car-numbers-1/train_unlabelled/1238.png	no	99.99%	
/car-numbers-1/train_unlabelled/2903.png	yes	100.00%	
/car-numbers-1/train_unlabelled/2744.png	no	99.33%	
/car-numbers-1/train_unlabelled/5739.png	no	99.61%	
/car-numbers-1/train_unlabelled/1706.png	no	99.89%	
/car-numbers-1/train_unlabelled/3194.png	no	99.81%	
/car-numbers-1/train_unlabelled/5443.png	no	98.83%	
/car-numbers-1/train_unlabelled/4656.png	no	98.83%	
/car-numbers-1/train_unlabelled/4341.png	no	98.83%	
/car-numbers-1/train_unlabelled/4253.png	no	98.80%	
/car-numbers-1/train_unlabelled/1351.png	no	98.82%	
/car-numbers-1/train_unlabelled/5894.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3933.png	no	98.82%	
/car-numbers-1/train_unlabelled/4931.png	no	98.95%	
/car-numbers-1/train_unlabelled/1306.png	no	98.82%	
/car-numbers-1/train_unlabelled/3945.png	no	98.83%	
/car-numbers-1/train_unlabelled/4323.png	no	99.81%	
/car-numbers-1/train_unlabelled/642.png	no	98.96%	
/car-numbers-1/train_unlabelled/5247.png	no	99.31%	
/car-numbers-1/train_unlabelled/1167.png	no	99.83%	
/car-numbers-1/train_unlabelled/1670.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3732.png	no	98.94%	
/car-numbers-1/train_unlabelled/3453.png	no	99.30%	
/car-numbers-1/train_unlabelled/3114.png	no	99.83%	
/car-numbers-1/train_unlabelled/4475.png	no	99.07%	
/car-numbers-1/train_unlabelled/2106.png	no	98.83%	
/car-numbers-1/train_unlabelled/2867.png	no	98.97%	
/car-numbers-1/train_unlabelled/3721.png	no	99.81%	
/car-numbers-1/train_unlabelled/3323.png	no	99.31%	
/car-numbers-1/train_unlabelled/1828.png	no	98.95%	
/car-numbers-1/train_unlabelled/1093.png	no	99.99%	
/car-numbers-1/train_unlabelled/5839.png	no	99.99%	
/car-numbers-1/train_unlabelled/3510.png	yes	99.85%	
/car-numbers-1/train_unlabelled/607.png	no	100.00%	
/car-numbers-1/train_unlabelled/631.png	no	99.22%	
/car-numbers-1/train_unlabelled/5402.png	no	99.99%	
/car-numbers-1/train_unlabelled/791.png	no	99.99%	
/car-numbers-1/train_unlabelled/4803.png	no	99.14%	
/car-numbers-1/train_unlabelled/3871.png	no	98.82%	
/car-numbers-1/train_unlabelled/5121.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3061.png	no	99.99%	
/car-numbers-1/train_unlabelled/2064.png	yes	100.00%	
/car-numbers-1/train_unlabelled/1695.png	no	98.83%	
/car-numbers-1/train_unlabelled/2699.png	yes	99.99%	
/car-numbers-1/train_unlabelled/4488.png	no	99.99%	
/car-numbers-1/train_unlabelled/2611.png	no	99.99%	
/car-numbers-1/train_unlabelled/1172.png	no	99.13%	
/car-numbers-1/train_unlabelled/5814.png	yes	100.00%	
/car-numbers-1/train_unlabelled/5035.png	no	98.83%	
/car-numbers-1/train_unlabelled/4613.png	no	99.99%	
/car-numbers-1/train_unlabelled/1086.png	no	98.82%	
/car-numbers-1/train_unlabelled/1419.png	no	98.82%	
/car-numbers-1/train_unlabelled/2858.png	no	99.22%	
/car-numbers-1/train_unlabelled/1688.png	no	99.23%	
/car-numbers-1/train_unlabelled/1557.png	no	99.99%	
/car-numbers-1/train_unlabelled/5527.png	no	99.99%	
/car-numbers-1/train_unlabelled/5246.png	no	99.99%	
/car-numbers-1/train_unlabelled/2883.png	no	99.99%	
/car-numbers-1/train_unlabelled/2507.png	no	98.83%	
/car-numbers-1/train_unlabelled/1981.png	no	98.80%	
/car-numbers-1/train_unlabelled/5741.png	no	99.99%	
/car-numbers-1/train_unlabelled/4473.png	no	99.99%	
/car-numbers-1/train_unlabelled/4842.png	no	78.94%	
/car-numbers-1/train_unlabelled/3005.png	no	99.99%	
/car-numbers-1/train_unlabelled/3561.png	no	99.99%	
/car-numbers-1/train_unlabelled/5053.png	no	98.79%	
/car-numbers-1/train_unlabelled/915.png	no	99.99%	
/car-numbers-1/train_unlabelled/3249.png	no	98.82%	
/car-numbers-1/train_unlabelled/4674.png	no	98.81%	
/car-numbers-1/train_unlabelled/3248.png	no	99.99%	
/car-numbers-1/train_unlabelled/1761.png	no	98.82%	
/car-numbers-1/train_unlabelled/1241.png	no	99.99%	
/car-numbers-1/train_unlabelled/5147.png	no	99.95%	
/car-numbers-1/train_unlabelled/2965.png	no	98.83%	
/car-numbers-1/train_unlabelled/4290.png	no	99.96%	
/car-numbers-1/train_unlabelled/3633.png	no	99.99%	
/car-numbers-1/train_unlabelled/2311.png	no	99.22%	
/car-numbers-1/train_unlabelled/965.png	no	99.13%	
/car-numbers-1/train_unlabelled/1739.png	no	98.92%	
/car-numbers-1/train_unlabelled/1066.png	no	99.99%	
/car-numbers-1/train_unlabelled/3260.png	no	98.94%	
/car-numbers-1/train_unlabelled/1666.png	no	98.83%	
/car-numbers-1/train_unlabelled/3913.png	no	98.83%	
/car-numbers-1/train_unlabelled/2587.png	yes	99.99%	
/car-numbers-1/train_unlabelled/1635.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4968.png	no	99.95%	
/car-numbers-1/train_unlabelled/2087.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3286.png	no	99.95%	
/car-numbers-1/train_unlabelled/3948.png	no	99.95%	
/car-numbers-1/train_unlabelled/3440.png	no	100.00%	
/car-numbers-1/train_unlabelled/2242.png	no	99.99%	
/car-numbers-1/train_unlabelled/4054.png	no	99.99%	
/car-numbers-1/train_unlabelled/621.png	no	100.00%	
/car-numbers-1/train_unlabelled/4312.png	no	99.99%	
/car-numbers-1/train_unlabelled/2558.png	no	99.99%	
/car-numbers-1/train_unlabelled/2899.png	no	99.99%	
/car-numbers-1/train_unlabelled/614.png	no	99.99%	
/car-numbers-1/train_unlabelled/2784.png	no	99.99%	
/car-numbers-1/train_unlabelled/3522.png	no	98.81%	
/car-numbers-1/train_unlabelled/3244.png	no	98.82%	
/car-numbers-1/train_unlabelled/5493.png	no	98.82%	
/car-numbers-1/train_unlabelled/1178.png	no	98.93%	
/car-numbers-1/train_unlabelled/2813.png	no	98.83%	
/car-numbers-1/train_unlabelled/2369.png	no	98.94%	
/car-numbers-1/train_unlabelled/5550.png	no	99.32%	
/car-numbers-1/train_unlabelled/1700.png	no	98.81%	
/car-numbers-1/train_unlabelled/4309.png	no	99.99%	
/car-numbers-1/train_unlabelled/975.png	no	98.81%	
/car-numbers-1/train_unlabelled/2510.png	no	99.99%	
/car-numbers-1/train_unlabelled/1402.png	no	99.99%	
/car-numbers-1/train_unlabelled/5622.png	no	99.99%	
/car-numbers-1/train_unlabelled/2757.png	no	98.94%	
/car-numbers-1/train_unlabelled/3943.png	no	98.94%	
/car-numbers-1/train_unlabelled/879.png	no	98.83%	
/car-numbers-1/train_unlabelled/2891.png	no	99.95%	
/car-numbers-1/train_unlabelled/1607.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3161.png	no	99.95%	
/car-numbers-1/train_unlabelled/3297.png	no	99.14%	
/car-numbers-1/train_unlabelled/1494.png	no	99.33%	
/car-numbers-1/train_unlabelled/2890.png	no	98.81%	
/car-numbers-1/train_unlabelled/935.png	no	99.14%	
/car-numbers-1/train_unlabelled/5381.png	no	99.13%	
/car-numbers-1/train_unlabelled/3103.png	no	98.82%	
/car-numbers-1/train_unlabelled/2898.png	no	99.95%	
/car-numbers-1/train_unlabelled/870.png	no	99.95%	
/car-numbers-1/train_unlabelled/5754.png	no	99.33%	
/car-numbers-1/train_unlabelled/2461.png	no	98.81%	
/car-numbers-1/train_unlabelled/2725.png	no	98.83%	
/car-numbers-1/train_unlabelled/3417.png	no	99.13%	
/car-numbers-1/train_unlabelled/3137.png	no	98.81%	
/car-numbers-1/train_unlabelled/1876.png	no	98.82%	
/car-numbers-1/train_unlabelled/2673.png	no	98.82%	
/car-numbers-1/train_unlabelled/1920.png	no	99.33%	
/car-numbers-1/train_unlabelled/2765.png	no	98.83%	
/car-numbers-1/train_unlabelled/4870.png	no	99.14%	
/car-numbers-1/train_unlabelled/2445.png	no	99.99%	
/car-numbers-1/train_unlabelled/5103.png	no	99.32%	
/car-numbers-1/train_unlabelled/2266.png	no	99.95%	
/car-numbers-1/train_unlabelled/2564.png	no	98.97%	
/car-numbers-1/train_unlabelled/3013.png	no	99.95%	
/car-numbers-1/train_unlabelled/2019.png	no	99.14%	
/car-numbers-1/train_unlabelled/2537.png	no	99.99%	
/car-numbers-1/train_unlabelled/2557.png	no	99.95%	
/car-numbers-1/train_unlabelled/1433.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3673.png	no	99.95%	
/car-numbers-1/train_unlabelled/2223.png	no	99.14%	
/car-numbers-1/train_unlabelled/1661.png	no	99.14%	
/car-numbers-1/train_unlabelled/2436.png	no	99.13%	
/car-numbers-1/train_unlabelled/2697.png	no	99.99%	
/car-numbers-1/train_unlabelled/3307.png	no	99.33%	
/car-numbers-1/train_unlabelled/3186.png	no	99.33%	
/car-numbers-1/train_unlabelled/3656.png	no	98.83%	
/car-numbers-1/train_unlabelled/1551.png	no	98.83%	
/car-numbers-1/train_unlabelled/2307.png	no	99.23%	
/car-numbers-1/train_unlabelled/4944.png	no	99.22%	
/car-numbers-1/train_unlabelled/5173.png	yes	100.00%	
/car-numbers-1/train_unlabelled/1946.png	no	98.78%	
/car-numbers-1/train_unlabelled/673.png	no	99.99%	
/car-numbers-1/train_unlabelled/2099.png	no	99.99%	
/car-numbers-1/train_unlabelled/4042.png	no	98.83%	
/car-numbers-1/train_unlabelled/3183.png	no	98.83%	
/car-numbers-1/train_unlabelled/2305.png	no	99.87%	
/car-numbers-1/train_unlabelled/3608.png	no	98.97%	
/car-numbers-1/train_unlabelled/4104.png	no	99.99%	
/car-numbers-1/train_unlabelled/5317.png	no	98.96%	
/car-numbers-1/train_unlabelled/5929.png	no	99.99%	
/car-numbers-1/train_unlabelled/758.png	no	99.14%	
/car-numbers-1/train_unlabelled/1378.png	no	99.23%	
/car-numbers-1/train_unlabelled/4582.png	no	99.24%	
/car-numbers-1/train_unlabelled/5288.png	no	99.99%	
/car-numbers-1/train_unlabelled/1045.png	no	99.99%	
/car-numbers-1/train_unlabelled/2651.png	no	98.94%	
/car-numbers-1/train_unlabelled/5084.png	no	98.93%	
/car-numbers-1/train_unlabelled/3210.png	no	99.81%	
/car-numbers-1/train_unlabelled/2272.png	no	99.99%	
/car-numbers-1/train_unlabelled/4645.png	no	98.79%	
/car-numbers-1/train_unlabelled/1123.png	no	98.79%	
/car-numbers-1/train_unlabelled/5744.png	no	99.80%	
/car-numbers-1/train_unlabelled/2602.png	no	99.81%	
/car-numbers-1/train_unlabelled/1300.png	no	98.42%	
